x,y,z
31.221245705441362,-2.247473152761588,0.0
31.500139407904488,-2.298391169877691,0.10440079304608506
31.777206209924838,-2.3483787170246795,0.2064829698834466
32.05247264072552,-2.397444196917992,0.30627664620617157
32.325964935145436,-2.445595890487577,0.40381160189456655
32.597707502396275,-2.4928415278149703,0.49911578666110823
32.86772417121328,-2.5391886542408884,0.5922165589542123
33.13603828922939,-2.5846446590042285,0.6831407840359526
33.402672722975176,-2.6292167752420648,0.7719148339820597
33.66764985787888,-2.672912079989653,0.8585645876819227
33.93099159826642,-2.7157374941804253,0.9431154308385876
34.19271936736134,-2.7576997826459935,1.025592255968758
34.4528541072849,-2.7988055541161487,1.1060194624027955
34.711416279055975,-2.8390612612188604,1.1844209562847183
34.968425862591126,-2.878473200480277,1.2608201505722039
35.22390235670456,-2.917047512324726,1.3352399650365852
35.477864779108174,-2.9547901810747135,1.4077028262628541
35.73033166641149,-2.991707034950925,1.4782306676496595
35.981321074121716,-3.027803746072224,1.5468449294093083
36.230850576643725,-3.063085830455654,1.6135665585677648
36.47893726728003,-3.0975586480164354,1.67841600896465
36.72559775823083,-3.13122740256797,1.7414132412532441
36.97084818059398,-3.164097141821837,1.8025777229004833
37.21470418436498,-3.1961727573877936,1.8619284281869621
37.457181812071724,-3.227459225103532,1.9194848376649594
37.69830124432238,-3.257962639898748,1.9752712487647204
37.93807691152646,-3.2876875103948073,2.02930547112484
38.17652190757612,-3.316637977207631,2.0816038292526877
38.4136491410357,-3.344818129595236,2.1321824758177295
38.649471335141726,-3.372232005457736,2.181057391651527
38.88400102780291,-3.398883591337344,2.2282443857477396
39.11725057160016,-3.4247768224183677,2.273759095262121
39.34923213378656,-3.449915582527214,2.3176169855125233
39.57995769628738,-3.474303704132385,2.359833349978894
39.80943905570008,-3.4979449683444814,2.4004233103032755
40.03768782329432,-3.5208431049162,2.4394018162898092
40.26471542501192,-3.543001792242335,2.47678364590473
40.490533101466916,-3.5644246573597793,2.5125834052763723
40.71515190794551,-3.58511527594752,2.5468155286951637
40.9385827144061,-3.6050771723266433,2.5794942786136303
41.16083620547927,-3.6243138194603324,2.6106337456463926
41.38192288046778,-3.6428286389538673,2.6402478485701697
41.6018530533466,-3.6606250010546244,2.6683503343237747
41.82063685276287,-3.6777062246520793,2.6949547780081184
42.03828422203591,-3.694075577277802,2.7200745828862076
42.25480491915725,-3.7097362751054614,2.7437229803831458
42.47020851679059,-3.7246914829508238,2.7659130300861317
42.68450440227182,-3.738944314271751,2.786657619744461
42.897701777609015,-3.7524978311682036,2.805969465269526
43.109809659482444,-3.7653550443822383,2.8238611107348155
43.32083687924457,-3.7775189132980094,2.8403449283759135
43.53079208292,-3.788992345941768,2.855433118590501
43.739683731205595,-3.7997781989818624,2.8691377099383546
43.947520099470346,-3.8098792777287382,2.881470559141349
44.15430927775546,-3.819298336134938,2.892443351083453
44.36005917077432,-3.8280380767951017,2.9020675988107336
44.56477749791251,-3.836101150945966,2.9103546435313525
44.76847179322777,-3.8434901584663654,2.917315654615569
44.97114940545006,-3.85020764787723,2.9229616295957377
45.17281749798151,-3.856256116341589,2.9273033941663105
45.37348304889645,-3.861638009664567,2.9303516021838343
45.57315285094138,-3.8663557222933873,2.9321167356669537
45.77183351153499,-3.8704115973173687,2.932609104796409
45.96953145276817,-3.873807926467929,2.931838847915036
46.16625291140399,-3.876546950118581,2.9298159315277683
46.3620039388777,-3.8786308572849366,2.926550150301635
46.55679040129674,-3.880061785624703,2.922051127065761
46.75061797944073,-3.880841821437686,2.9163283128113693
46.943492168761516,-3.8809729996657882,2.9093909866917764
47.13541827938308,-3.8804573038930092,2.901248256022398
47.326401436101605,-3.8792966663454447,2.891909056280745
47.516446578385484,-3.8774929678912886,2.8813821511064237
47.70555846037528,-3.8750480380408328,2.869676132301138
47.89374165088373,-3.871963654946464,2.856799419828686
48.08100053339578,-3.8682415454026686,2.8427602618149663
48.267339306068564,-3.863883384846028,2.827566734547968
48.45276198173137,-3.8588907973552216,2.811226742477783
48.63727238788571,-3.8532653556510263,2.7937480182165926
48.82087416670527,-3.8470085810963157,2.7751381225386815
49.003570775035925,-3.84012194369606,2.7554044443804235
49.18536548439573,-3.832606862097327,2.734554200840296
49.36626332974748,-3.8244655816823556,2.712596578387369
49.5462723649702,-3.8157018098566464,2.689544078918302
49.72539624207419,-3.806317362383067,2.66540435692464
49.903638346009814,-3.7963139583371195,2.640184787108674
50.081002015205804,-3.785693317948423,2.613892707313224
50.257490541569275,-3.7744571626007124,2.586535418521645
50.43310717048573,-3.762607214831839,2.5581201848578248
50.60785510081904,-3.7501451983337697,2.528654233586183
50.78173748491145,-3.7370728379525877,2.498144755111672
50.95475742858364,-3.723391859688493,2.466598902979779
51.1269179911346,-3.7091039906958008,2.4340237938765203
51.29822218534175,-3.694210959282942,2.4004265076284486
51.468672977460876,-3.678714494912465,2.365814087202648
51.63827328722614,-3.6626163282010338,2.3301935387067347
51.807025987850096,-3.645918190919427,2.2935718313888587
51.97493390602368,-3.628621815992542,2.255955897637702
52.141999821916194,-3.6107289374993896,2.21735263298248
52.308226469175345,-3.5922412906730985,2.1777688960929407
52.473616534927196,-3.5731606119009127,2.137211508779365
52.63817265977622,-3.5534886387241924,2.095687255992566
52.80189743780524,-3.5332271098384145,2.053202885823891
52.96479341657548,-3.5123777650931713,2.0097651095052185
53.12686309712656,-3.4909423454921713,1.965380601408961
53.288108933976446,-3.4689225931932386,1.9200559990480621
53.44853333512151,-3.4463202515083147,1.8737979030760004
53.608138662036495,-3.4231370649034556,1.8266128772867845
53.76692722967454,-3.3993747789988356,1.7785074486149601
53.92490130646715,-3.3750351405687424,1.7294881071356016
54.08206311432421,-3.3501198975415822,1.679561306064318
54.238414828634,-3.324630798999875,1.6287334617572509
54.39395857826318,-3.2985695951802594,1.5770109537110744
54.548696445556786,-3.2719380374734874,1.5244001245629943
54.70263046633823,-3.24473787842443,1.470907280090753
54.85576262990931,-3.2169708717320717,1.4165386892126217
55.00809487905022,-3.188638772249514,1.361300583987406
55.15962911001951,-3.1597433359839764,1.3051991596144443
55.31036717255414,-3.1302863200967908,1.248240574433607
55.46031086986942,-3.100269482903408,1.190430949925299
55.60946195865907,-3.069694583873393,1.1317763707104551
